datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,temp_level,demand_level,humidity_risk,high_demand,hour,day,month,is_weekend
2011-01-02,1,0,0,1,-0.7880866623374273,-0.8056533741906459,-0.2685629790065409,0.02639257481906535,7,58,-0.709708920120356,Mild,Low,740.886,0,0,2,1,1
2011-01-02,1,0,0,2,-0.6826477953186887,-0.8056533741906459,-0.8406846408910476,1.1281569974995687,10,43,-0.7866765450449161,Mild,Low,1012.1288000000001,0,0,2,1,1
2011-01-02,1,0,0,1,-0.8935255293561659,-1.0738642806766567,-1.0487288815763227,2.1069566408630513,1,29,-0.9341978261503228,Mild,Low,1260.1092,0,0,2,1,1
2011-01-02,1,0,0,1,-0.9989643963749043,-1.1636617647865104,-1.204762062090279,1.372447025742716,5,17,-0.9855095761000294,Mild,Low,935.9766000000001,0,0,2,1,1
2011-01-02,1,0,0,1,-1.2098421304123814,-1.4318726712725214,-0.9447067612336851,1.1281569974995687,11,20,-0.9277838574066094,Mild,Low,968.1232,0,0,2,1,1
2011-01-02,1,0,0,1,-1.3152809974311201,-1.5216701553823753,-0.9447067612336851,0.8830472040609747,0,9,-1.0688911697683028,Cold,Low,879.9780000000001,0,0,2,1,1
2011-01-02,1,0,0,1,-1.4207198644498586,-1.4318726712725214,-0.7886735807197287,-0.21789745342408182,0,8,-1.075305138512016,Cold,Low,517.0658,0,0,2,1,1
2011-01-03,1,0,1,1,-1.4207198644498586,-1.6108768665704538,-0.9447067612336851,1.372447025742716,0,5,-1.0945470447431562,Cold,Low,1055.9736,0,0,3,1,0
2011-01-03,1,0,1,1,-1.5261587314685974,-1.789881061868386,-0.9447067612336851,1.8618468474244574,0,2,-1.1137889509742962,Cold,Low,1231.9692,0,0,3,1,0
2011-01-03,1,0,1,1,-1.7370364655060746,-1.9688852571663185,-0.7886735807197287,1.6175568191813101,0,1,-1.1202029197180094,Cold,Low,1222.1269,0,0,3,1,0
2011-01-03,1,0,1,1,-1.7370364655060746,-1.9688852571663185,-0.7886735807197287,0.760902189939401,0,3,-1.1073749822305827,Cold,Low,893.0564,0,0,3,1,0
2011-01-03,1,0,1,1,-1.8424753325248129,-2.147889452464251,-0.6326404002057724,1.6175568191813101,0,30,-0.9341978261503228,Cold,Low,1300.135,0,0,3,1,0
2011-01-03,1,0,1,1,-1.8424753325248129,-1.9688852571663185,-0.6326404002057724,0.02639257481906535,1,63,-0.7161228888640694,Cold,Low,649.9,0,0,3,1,0
2011-01-03,1,0,1,1,-1.8424753325248129,-2.0586827412761726,-0.6326404002057724,0.760902189939401,1,153,-0.13886570192986927,Cold,Medium,950.0600000000001,0,0,3,1,0
2011-01-03,1,0,1,1,-1.7370364655060746,-1.9688852571663185,-0.9967178214050039,1.6175568191813101,7,81,-0.5621876390149494,Cold,Low,1118.1161,0,0,3,1,0
2011-01-03,1,0,1,1,-1.6315975984873359,-1.789881061868386,-0.9967178214050039,0.515792396500807,11,33,-0.844402263738336,Cold,Low,730.9097,0,0,3,1,0
2011-01-03,1,0,1,1,-1.5261587314685974,-1.7006743506803077,-1.1527510019189602,1.1281569974995687,10,41,-0.7995044825323427,Cold,Low,880.1120000000001,0,0,3,1,0
2011-01-03,1,0,1,1,-1.4207198644498586,-1.5216701553823753,-1.4128063027755542,0.8830472040609747,13,48,-0.7353647950952094,Cold,Low,699.9825000000001,0,0,3,1,0
2011-01-03,1,0,1,1,-1.3152809974311201,-1.5216701553823753,-1.4128063027755542,0.760902189939401,8,53,-0.7353647950952094,Cold,Low,665.042,0,0,3,1,0
2011-01-03,1,0,1,1,-1.2098421304123814,-1.342665960084443,-1.672861603632148,0.760902189939401,11,66,-0.632741295195796,Mild,Low,570.0360000000001,0,0,3,1,0
2011-01-03,1,0,1,1,-1.2098421304123814,-1.342665960084443,-1.672861603632148,0.515792396500807,14,58,-0.6648111389143627,Mild,Low,509.937,0,0,3,1,0
2011-01-03,1,0,1,1,-1.2098421304123814,-1.342665960084443,-1.672861603632148,0.515792396500807,9,67,-0.6391552639395094,Mild,Low,509.937,0,0,3,1,0
2011-01-03,1,0,1,1,-1.3152809974311201,-1.4318726712725214,-1.672861603632148,0.27150236825765955,11,146,-0.11962379569872926,Cold,Medium,450.039,0,0,3,1,0
2011-01-03,1,0,1,1,-1.3152809974311201,-1.252868475974589,-1.5688394832895105,-0.7072972751058232,9,148,-0.11962379569872926,Cold,Medium,224.048,0,0,3,1,0
2011-01-03,1,0,1,1,-1.5261587314685974,-1.252868475974589,-0.7886735807197287,-1.5639519043477323,8,102,-0.421080326653256,Cold,Medium,0.0,0,0,3,1,0
2011-01-03,1,0,1,1,-1.5261587314685974,-1.4318726712725214,-0.7886735807197287,-0.7072972751058232,3,49,-0.7930905137886294,Cold,Low,329.0705,0,0,3,1,0
2011-01-03,1,0,1,1,-1.6315975984873359,-1.6108768665704538,0.09551444219269056,-0.4630072468626758,3,49,-0.7930905137886294,Cold,Low,575.8784,0,0,3,1,0
2011-01-03,1,0,1,1,-1.8424753325248129,-1.8796785459782401,0.35556974304928446,-0.4630072468626758,0,20,-0.9983375135874561,Cold,Low,620.8689,0,0,3,1,0
2011-01-03,1,0,1,1,-1.6315975984873359,-1.5216701553823753,-0.3725850993491785,-0.7072972751058232,1,11,-1.0496492635371628,Cold,Low,385.0825,0,0,3,1,0
2011-01-04,1,0,1,1,-1.7370364655060746,-1.7006743506803077,-0.3725850993491785,-0.7072972751058232,0,5,-1.0945470447431562,Cold,Low,385.0825,0,0,4,1,0
2011-01-04,1,0,1,1,-1.7370364655060746,-1.7006743506803077,-0.16454085866390336,-0.7072972751058232,0,2,-1.1137889509742962,Cold,Low,413.0885,0,0,4,1,0
2011-01-04,1,0,1,1,-1.8424753325248129,-1.8796785459782401,0.04350338202137178,-0.4630072468626758,0,1,-1.1202029197180094,Cold,Low,566.8803,0,0,4,1,0
2011-01-04,1,0,1,1,-1.8424753325248129,-1.7006743506803077,0.04350338202137178,-0.8294422892273969,0,2,-1.1137889509742962,Cold,Low,378.2016,0,0,4,1,0
2011-01-04,1,0,1,1,-1.9479141995435516,-1.8796785459782401,0.30355868287796567,-0.7072972751058232,0,4,-1.1009610134868695,Cold,Low,476.102,0,0,4,1,0
2011-01-04,1,0,1,1,-1.9479141995435516,-1.8796785459782401,0.6156250439058784,-0.7072972751058232,0,36,-0.8957140136880428,Cold,Low,518.111,0,0,4,1,0
2011-01-04,1,0,1,1,-1.9479141995435516,-1.8796785459782401,0.6156250439058784,-0.4630072468626758,2,92,-0.5237038265526693,Cold,Low,665.8594,0,0,4,1,0
2011-01-04,1,0,1,1,-1.8424753325248129,-1.8796785459782401,0.35556974304928446,-0.21789745342408182,2,177,0.021483516662964112,Cold,Medium,759.0966,0,0,4,1,0
2011-01-04,1,0,1,1,-1.7370364655060746,-1.8796785459782401,0.09551444219269056,0.27150236825765955,2,98,-0.48522001409038934,Cold,Low,960.0832,0,0,4,1,0
2011-01-04,1,0,1,2,-1.7370364655060746,-1.9688852571663185,0.35556974304928446,1.1281569974995687,5,37,-0.8572302012257628,Cold,Low,1518.1932,0,0,4,1,0
2011-01-04,1,0,1,1,-1.4207198644498586,-1.5216701553823753,-0.5806293400344537,0.8830472040609747,7,50,-0.7610206700700627,Cold,Low,1019.9745,0,0,4,1,0
2011-01-04,1,0,1,1,-1.4207198644498586,-1.4318726712725214,-0.5806293400344537,-0.21789745342408182,12,66,-0.6263273264520827,Cold,Low,561.0714,0,0,4,1,0
2011-01-04,1,0,1,1,-1.3152809974311201,-1.4318726712725214,-0.3205740391778597,0.02639257481906535,18,79,-0.5044619203215294,Cold,Low,727.8879999999999,0,0,4,1,0
2011-01-04,1,0,1,1,-1.2098421304123814,-1.252868475974589,-0.5286182798631348,0.27150236825765955,9,54,-0.7225368576077827,Mild,Low,780.0676000000001,0,0,4,1,0
2011-01-04,1,0,1,1,-1.104403263393643,-1.1636617647865104,-0.5286182798631348,0.515792396500807,17,48,-0.709708920120356,Mild,Low,883.8908000000001,0,0,4,1,0
2011-01-04,1,0,1,1,-0.9989643963749043,-1.0738642806766567,-0.6846514603770912,0.515792396500807,15,68,-0.5942574827335161,Mild,Low,832.8971,0,0,4,1,0
2011-01-04,1,0,1,1,-1.104403263393643,-1.1636617647865104,-0.73666252054841,0.27150236825765955,10,202,0.23314448520550415,Mild,Medium,720.0624,1,0,4,1,0
2011-01-04,1,0,1,1,-1.2098421304123814,-1.252868475974589,-0.73666252054841,0.02639257481906535,3,179,0.040725422894104114,Mild,Medium,623.904,0,0,4,1,0
2011-01-04,1,0,1,1,-1.3152809974311201,-1.252868475974589,-0.73666252054841,-0.7072972751058232,2,110,-0.40825238916582934,Cold,Medium,336.072,0,0,4,1,0
2011-01-04,1,0,1,1,-1.3152809974311201,-1.252868475974589,-0.73666252054841,-0.7072972751058232,1,53,-0.7802625763012028,Cold,Low,336.072,0,0,4,1,0
2011-01-04,1,0,1,1,-1.4207198644498586,-1.1636617647865104,0.09551444219269056,-1.5639519043477323,0,48,-0.8187463887634827,Cold,Low,0.0,0,0,4,1,0
2011-01-04,1,0,1,1,-1.4207198644498586,-1.252868475974589,0.09551444219269056,-0.8294422892273969,1,34,-0.9021279824317561,Cold,Low,384.2048,0,0,4,1,0
2011-01-04,1,0,1,1,-1.5261587314685974,-1.4318726712725214,0.35556974304928446,-0.8294422892273969,2,9,-1.056063232280876,Cold,Low,414.2208,0,0,4,1,0
2011-01-05,1,0,1,1,-1.5261587314685974,-1.252868475974589,0.09551444219269056,-1.5639519043477323,0,6,-1.0881330759994428,Cold,Low,0.0,0,0,5,1,0
2011-01-05,1,0,1,1,-1.7370364655060746,-1.6108768665704538,0.6156250439058784,-0.8294422892273969,0,6,-1.0881330759994428,Cold,Low,444.23679999999996,0,0,5,1,0
2011-01-05,1,0,1,1,-1.7370364655060746,-1.6108768665704538,0.6156250439058784,-0.8294422892273969,0,2,-1.1137889509742962,Cold,Low,444.23679999999996,0,0,5,1,0
2011-01-05,1,0,1,1,-1.3152809974311201,-1.4318726712725214,-0.73666252054841,0.27150236825765955,0,2,-1.1137889509742962,Cold,Low,720.0624,0,0,5,1,0
2011-01-05,1,0,1,1,-1.4207198644498586,-1.4318726712725214,-0.7886735807197287,-0.21789745342408182,0,3,-1.1073749822305827,Cold,Low,517.0658,0,0,5,1,0
2011-01-05,1,0,1,1,-1.5261587314685974,-1.6108768665704538,-0.7886735807197287,0.27150236825765955,0,33,-0.9149559199191828,Cold,Low,705.0611,0,0,5,1,0
2011-01-05,1,0,1,1,-1.6315975984873359,-1.7006743506803077,-0.9967178214050039,0.02639257481906535,1,87,-0.5621876390149494,Cold,Low,558.914,0,0,5,1,0
2011-01-05,1,0,1,1,-1.5261587314685974,-1.7006743506803077,-1.1527510019189602,0.8830472040609747,3,192,0.12410701656237746,Cold,Medium,799.98,0,0,5,1,0
2011-01-05,1,0,1,1,-1.4207198644498586,-1.6108768665704538,-1.3087841824329165,1.1281569974995687,6,109,-0.3890104829346893,Cold,Medium,814.1036,0,0,5,1,0
2011-01-05,1,0,1,1,-1.4207198644498586,-1.6108768665704538,-1.3087841824329165,1.1281569974995687,4,53,-0.7610206700700627,Cold,Low,814.1036,0,0,5,1,0
2011-01-05,1,0,1,1,-1.2098421304123814,-1.4318726712725214,-1.5168284231181917,1.1281569974995687,12,34,-0.8315743262509094,Mild,Low,726.0924,0,0,5,1,0
2011-01-05,1,0,1,1,-1.2098421304123814,-1.4318726712725214,-1.5168284231181917,1.1281569974995687,5,74,-0.6199133577083694,Mild,Low,726.0924,0,0,5,1,0
2011-01-05,1,0,1,1,-1.104403263393643,-1.252868475974589,-1.672861603632148,0.8830472040609747,6,65,-0.6712251076580761,Mild,Low,599.985,0,0,5,1,0
2011-01-05,1,0,1,1,-0.9989643963749043,-1.0738642806766567,-1.7768837239747857,0.02639257481906535,10,52,-0.7289508263514961,Mild,Low,363.94399999999996,0,0,5,1,0
2011-01-05,1,0,1,1,-0.9989643963749043,-1.0738642806766567,-1.7768837239747857,0.02639257481906535,7,55,-0.7289508263514961,Mild,Low,363.94399999999996,0,0,5,1,0
2011-01-05,1,0,1,1,-0.9989643963749043,-0.8948600853787242,-1.7768837239747857,-0.8294422892273969,4,85,-0.555773670271236,Mild,Low,168.0896,0,0,5,1,0
2011-01-05,1,0,1,1,-1.3152809974311201,-1.4318726712725214,-1.2567731222615979,0.02639257481906535,4,186,0.0920371728438108,Cold,Medium,493.924,0,0,5,1,0
2011-01-05,1,0,1,1,-1.3152809974311201,-1.342665960084443,-1.2567731222615979,-0.4630072468626758,3,166,-0.042656170774169236,Cold,Medium,341.92780000000005,0,0,5,1,0
2011-01-05,1,0,1,1,-1.3152809974311201,-1.252868475974589,-1.2567731222615979,-0.7072972751058232,5,127,-0.2799730142915626,Cold,Medium,266.057,0,0,5,1,0
2011-01-05,1,0,1,1,-1.4207198644498586,-1.4318726712725214,-0.7886735807197287,-0.21789745342408182,7,82,-0.555773670271236,Cold,Low,517.0658,0,0,5,1,0
2011-01-05,1,0,1,1,-1.5261587314685974,-1.6108768665704538,-0.5806293400344537,0.02639257481906535,3,40,-0.8508162324820494,Cold,Low,662.8979999999999,0,0,5,1,0
2011-01-05,1,0,1,1,-1.6315975984873359,-1.6108768665704538,-0.3725850993491785,-0.4630072468626758,1,41,-0.8572302012257628,Cold,Low,494.8955,0,0,5,1,0
2011-01-05,1,0,1,1,-1.5261587314685974,-1.252868475974589,-0.7886735807197287,-1.5639519043477323,1,18,-1.0047514823311694,Cold,Low,0.0,0,0,5,1,0
2011-01-06,1,0,1,1,-1.6315975984873359,-1.342665960084443,-0.3725850993491785,-1.5639519043477323,0,11,-1.056063232280876,Cold,Low,0.0,0,0,6,1,0
2011-01-06,1,0,1,1,-1.7370364655060746,-1.4318726712725214,0.09551444219269056,-1.5639519043477323,0,4,-1.1009610134868695,Cold,Low,0.0,0,0,6,1,0
2011-01-06,1,0,1,1,-1.7370364655060746,-1.4318726712725214,0.09551444219269056,-1.5639519043477323,0,2,-1.1137889509742962,Cold,Low,0.0,0,0,6,1,0
2011-01-06,1,0,1,2,-1.7370364655060746,-1.6108768665704538,0.09551444219269056,-0.8294422892273969,0,1,-1.1202029197180094,Cold,Low,384.2048,0,0,6,1,0
2011-01-06,1,0,1,2,-1.8424753325248129,-1.7006743506803077,0.35556974304928446,-0.8294422892273969,0,4,-1.1009610134868695,Cold,Low,414.2208,0,0,6,1,0
2011-01-06,1,0,1,2,-1.8424753325248129,-1.789881061868386,0.04350338202137178,-0.7072972751058232,0,36,-0.8957140136880428,Cold,Low,441.0945,0,0,6,1,0
2011-01-06,1,0,1,2,-1.7370364655060746,-1.4318726712725214,-0.16454085866390336,-1.5639519043477323,0,95,-0.517289857808956,Cold,Low,0.0,0,0,6,1,0
2011-01-06,1,0,1,1,-1.7370364655060746,-1.4318726712725214,-0.16454085866390336,-1.5639519043477323,3,216,0.2780422664114975,Cold,Medium,0.0,1,0,6,1,0
2011-01-06,1,0,1,2,-1.6315975984873359,-1.342665960084443,-0.5806293400344537,-1.5639519043477323,6,116,-0.34411270172869596,Cold,Medium,0.0,0,0,6,1,0
2011-01-06,1,0,1,1,-1.5261587314685974,-1.252868475974589,-0.7886735807197287,-1.5639519043477323,3,42,-0.8379882949946228,Cold,Low,0.0,0,0,6,1,0
2011-01-06,1,0,1,1,-1.4207198644498586,-1.252868475974589,-0.9447067612336851,-0.8294422892273969,2,57,-0.7481927325826361,Cold,Low,264.1408,0,0,6,1,0
2011-01-06,1,0,1,1,-1.2098421304123814,-1.0738642806766567,-1.4128063027755542,-1.5639519043477323,6,78,-0.5878435139898027,Mild,Low,0.0,0,0,6,1,0
2011-01-06,1,0,1,1,-1.2098421304123814,-1.1636617647865104,-1.4128063027755542,-0.7072972751058232,12,55,-0.6968809826329294,Mild,Low,245.0525,0,0,6,1,0
2011-01-06,1,0,1,1,-1.104403263393643,-1.1636617647865104,-1.3607952426042353,-0.21789745342408182,11,59,-0.6776390764017893,Mild,Low,396.0504,0,0,6,1,0
2011-01-06,1,0,1,1,-1.104403263393643,-1.1636617647865104,-1.3607952426042353,-1.5639519043477323,8,54,-0.7289508263514961,Mild,Low,0.0,0,0,6,1,0
2011-01-06,1,0,1,1,-1.2098421304123814,-1.252868475974589,-1.2567731222615979,-0.21789745342408182,12,74,-0.575015576502376,Mild,Low,418.0532,0,0,6,1,0
2011-01-06,1,0,1,1,-1.4207198644498586,-1.4318726712725214,-0.5806293400344537,-0.21789745342408182,9,163,-0.023414264543029233,Cold,Medium,561.0714,0,0,6,1,0
2011-01-06,1,0,1,1,-1.4207198644498586,-1.4318726712725214,-0.5806293400344537,-0.4630072468626758,5,158,-0.08113998323644925,Cold,Medium,458.90310000000005,0,0,6,1,0
2011-01-06,1,0,1,1,-1.4207198644498586,-1.252868475974589,-0.3725850993491785,-0.8294422892273969,3,109,-0.40825238916582934,Cold,Medium,330.176,0,0,6,1,0
2011-01-06,1,0,1,1,-1.5261587314685974,-1.5216701553823753,-0.5806293400344537,-0.21789745342408182,3,66,-0.6840530451455027,Cold,Low,561.0714,0,0,6,1,0
2011-01-06,1,0,1,2,-1.4207198644498586,-1.5216701553823753,-0.3725850993491785,0.27150236825765955,0,48,-0.8187463887634827,Cold,Low,825.0715,0,0,6,1,0
2011-01-06,1,0,1,2,-1.4207198644498586,-1.5216701553823753,-0.5806293400344537,0.760902189939401,1,51,-0.7930905137886294,Cold,Low,969.0612,0,0,6,1,0
2011-01-06,1,0,1,2,-1.5261587314685974,-1.6108768665704538,-0.16454085866390336,0.02639257481906535,4,19,-0.9790956073563161,Cold,Low,766.882,0,0,6,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.6108768665704538,0.09551444219269056,0.02639257481906535,4,13,-1.0175794198185961,Cold,Low,831.872,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.6108768665704538,0.35556974304928446,0.27150236825765955,2,5,-1.0817191072557295,Cold,Low,1035.0897,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.6108768665704538,0.35556974304928446,0.27150236825765955,0,1,-1.1202029197180094,Cold,Low,1035.0897,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.5216701553823753,0.35556974304928446,-0.4630072468626758,0,1,-1.1202029197180094,Cold,Low,620.8689,0,0,7,1,0
2011-01-07,1,0,1,3,-1.4207198644498586,-1.1636617647865104,-0.3725850993491785,-1.5639519043477323,0,5,-1.0945470447431562,Cold,Low,0.0,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.252868475974589,0.35556974304928446,-1.5639519043477323,8,26,-0.9085419511754694,Cold,Low,0.0,0,0,7,1,0
2011-01-07,1,0,1,1,-1.5261587314685974,-1.5216701553823753,0.35556974304928446,-0.4630072468626758,8,76,-0.5878435139898027,Cold,Low,620.8689,0,0,7,1,0
2011-01-07,1,0,1,1,-1.5261587314685974,-1.6108768665704538,-0.5806293400344537,0.515792396500807,20,190,0.2203165477180775,Cold,Medium,866.8929,1,0,7,1,0
2011-01-07,1,0,1,1,-1.5261587314685974,-1.7006743506803077,-0.7886735807197287,0.8830472040609747,9,125,-0.26714507680413596,Cold,Medium,939.9765000000001,0,0,7,1,0
2011-01-07,1,0,1,1,-1.4207198644498586,-1.6108768665704538,-1.3087841824329165,1.1281569974995687,16,47,-0.7225368576077827,Cold,Low,814.1036,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.6108768665704538,-1.1527510019189602,0.27150236825765955,19,48,-0.6968809826329294,Cold,Low,600.052,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.6108768665704538,-1.3087841824329165,0.515792396500807,9,50,-0.7481927325826361,Cold,Low,628.9223000000001,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.7006743506803077,-1.3087841824329165,0.760902189939401,9,64,-0.6583971701706494,Cold,Low,703.0444,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.6108768665704538,-1.1527510019189602,0.515792396500807,7,43,-0.8059184512760561,Cold,Low,679.916,0,0,7,1,0
2011-01-07,1,0,1,2,-1.5261587314685974,-1.5216701553823753,-1.3087841824329165,-0.21789745342408182,9,63,-0.6648111389143627,Cold,Low,407.0518,0,0,7,1,0
